#DaVis 7.2.2 2D-vector 8 238 319 "" "pixel" "" "pixel" "displacement" "pixel"
14	4	0	0
22	4	0	0
30	4	-16.1107	6.68423
38	4	-15.7767	6.76133
46	4	-15.5294	6.77587
54	4	-15.2191	6.7744
62	4	-14.6766	6.90878
70	4	-14.4319	7.0367
78	4	-14.2319	7.05804
86	4	-13.9088	7.07307
94	4	-13.7427	7.21491
102	4	-13.5049	7.32716
110	4	-13.1191	7.30458
118	4	-12.9256	7.01127
126	4	-12.8476	7.10405
134	4	-12.5885	7.22406
142	4	-12.5632	7.37465
150	4	-12.2436	7.27033
158	4	-11.8987	7.04255
166	4	-11.8333	7.08779
174	4	-11.6046	7.19556
182	4	-11.3541	7.1333
190	4	-11.0133	6.96807
198	4	-10.774	6.93845
206	4	-10.5938	7.02541
214	4	-10.3744	6.85478
222	4	-9.97872	6.88409
230	4	-9.88017	6.72882
238	4	-9.5932	6.76067
246	4	-9.31487	6.69499
254	4	-9.24136	6.75868
262	4	-9.10226	6.59695
270	4	-9.01931	6.50635
278	4	-8.82786	6.61099
286	4	-8.50784	6.78679
294	4	-8.27107	6.69036
302	4	-8.00398	6.4371
310	4	-7.66533	6.44652
318	4	-7.60067	6.29504
326	4	-7.62209	6.16844
334	4	-7.34965	6.10773
342	4	-7.13627	6.05615
350	4	-6.85033	5.77572
358	4	-6.57935	5.76924
366	4	-6.62904	5.62517
374	4	-6.33794	5.66296
382	4	-6.28516	5.64334
390	4	-6.21092	5.68556
398	4	-5.84502	5.32645
406	4	-5.61451	5.1376
414	4	-5.60283	5.20838
422	4	-5.59676	5.17716
430	4	-5.33439	5.11776
438	4	-5.0627	5.0495
446	4	-4.98894	4.89662
454	4	-5.00377	4.81865
462	4	-4.671	4.5548
470	4	-4.51783	4.56088
478	4	-4.27061	4.26747
486	4	-4.09369	4.01629
494	4	-3.98398	3.96659
502	4	-4.02665	4.12332
510	4	-3.92062	3.86021
518	4	-3.60482	3.66238
526	4	-3.65206	3.79901
534	4	-3.77144	3.97471
542	4	-3.88661	3.97074
550	4	-3.90089	4.01801
558	4	-3.82596	4.00218
566	4	-3.79604	3.82932
574	4	-3.76853	3.9259
582	4	-3.7838	4.03981
590	4	-3.74464	3.88519
598	4	-3.49107	3.71628
606	4	-3.61972	3.87933
614	4	-3.58873	3.952
